ID	GeneName	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded	EntrezID	GeneType
216344	Rab21	1	-	10	115289862	115315591	1824	mm10_refGene	False	216344	protein-coding
216345	Zfc3h1	1	+	10	115384959	115432771	6956	mm10_refGene	False	216345	protein-coding
216350	Tspan8	3	+	10	115817284	115849893	1522	mm10_refGene	False	216350	protein-coding
216363	Rab3ip	1	-	10	116905784	116950380	2690	mm10_refGene	False	216363	protein-coding
216377	Gm38403	1	-	10	118920381	118927143	2357	mm10_refGene	False	216377	ncRNA
216393	D930020B18Rik	1	+	10	121641701	121693914	3427	mm10_refGene	False	216393	protein-coding
216395	Tmem5	1	-	10	122081260	122097102	1378	mm10_refGene	False	216395	protein-coding
216438	March9	1	-	10	127056050	127060184	1998	mm10_refGene	False	216438	protein-coding
216439	Agap2	2	+	10	127078907	127093170	5634	mm10_refGene	False	216439	protein-coding
216440	Os9	2	-	10	127094259	127121160	4049	mm10_refGene	False	216440	protein-coding
216441	Slc26a10	1	-	10	127172426	127180645	2215	mm10_refGene	False	216441	protein-coding
216443	Mars	2	-	10	127296221	127311786	2963	mm10_refGene	True	216443	protein-coding
216445	Arhgap9	2	+	10	127321964	127329943	2476	mm10_refGene	True	216445	protein-coding
21645	Tcte1	1	+	17	45523434	45542677	3072	mm10_refGene	True	21645	protein-coding
216453	Rdh19	1	+	10	127849928	127861176	1889	mm10_refGene	False	216453	protein-coding
216454	BC089597	1	+	10	127866476	127877319	1265	mm10_refGene	False	216454	protein-coding
216456	Gls2	3	+	10	128194635	128210004	2489	mm10_refGene	True	216456	protein-coding
216459	Myl6b	1	-	10	128494157	128498685	1026	mm10_refGene	False	216459	protein-coding
21646	Tcte2	1	-	17	13716436	13761394	1408	mm10_refGene	True	21646	protein-coding
21647	Tcte3	1	-	17	14964192	15010184	635	mm10_refGene	True	21647	protein-coding
21648	Dynlt1b	1	+	17	6430112	6436295	770	mm10_refGene	False	21648	protein-coding
216505	Pik3ip1	1	+	11	3330731	3342971	2243	mm10_refGene	True	216505	protein-coding
216516	Ccdc157	2	-	11	4141124	4160293	5152	mm10_refGene	True	216516	protein-coding
21652	Phf1	3	+	17	26933127	26937908	2447	mm10_refGene	True	21652	protein-coding
216527	Ccm2	3	+	11	6546887	6596761	2104	mm10_refGene	False	216527	protein-coding
216543	Cep68	1	-	11	20227037	20249424	4810	mm10_refGene	False	216543	protein-coding
216549	Aftph	3	-	11	20685085	20741556	4045	mm10_refGene	False	216549	protein-coding
216551	Lgalsl	1	-	11	20823355	20831108	3635	mm10_refGene	False	216551	protein-coding
216558	Ugp2	2	-	11	21321126	21371267	3100	mm10_refGene	True	216558	protein-coding
216560	Wdpcp	1	+	11	21572281	21898686	2443	mm10_refGene	False	216560	protein-coding
216565	Ehbp1	2	-	11	22005826	22286795	5048	mm10_refGene	False	216565	protein-coding
216578	Papolg	1	-	11	23862646	23895270	3764	mm10_refGene	False	216578	protein-coding
216613	Ccdc85a	2	-	11	28385684	28584324	5460	mm10_refGene	False	216613	protein-coding
216616	Efemp1	1	+	11	28853205	28926743	2036	mm10_refGene	False	216616	protein-coding
216618	Cfap36	1	-	11	29221536	29247272	1523	mm10_refGene	False	216618	protein-coding
216622	4931440F15Rik	1	-	11	29822395	29825668	3274	mm10_refGene	True	216622	protein-coding
216635	Hbq1a	1	+	11	32300069	32300873	604	mm10_refGene	False	216635	protein-coding
21664	Phlda1	1	+	10	111506286	111508649	1953	mm10_refGene	False	21664	protein-coding
216643	Gabrp	1	-	11	33550781	33578957	3280	mm10_refGene	False	216643	protein-coding
21665	Tdg	2	+	10	82629838	82650494	3218	mm10_refGene	True	21665	protein-coding
21667	Tdgf1	1	-	9	110939608	110946158	1927	mm10_refGene	False	21667	protein-coding
216705	Clint1	1	+	11	45851964	45910625	3398	mm10_refGene	False	216705	protein-coding
21672	Prdx2	1	+	8	84969648	84974313	942	mm10_refGene	False	21672	protein-coding
216724	Rufy1	1	-	11	50389303	50431111	2657	mm10_refGene	False	216724	protein-coding
216725	Adamts2	2	+	11	50602085	50807573	9083	mm10_refGene	False	216725	protein-coding
21673	Dntt	2	+	19	41029275	41059525	2130	mm10_refGene	False	21673	protein-coding
216739	Acsl6	4	+	11	54303824	54361539	3074	mm10_refGene	False	216739	protein-coding
21674	Sry	1	-	Y	2662471	2663658	1188	mm10_refGene	False	21674	protein-coding
216742	Fnip1	1	+	11	54438179	54518241	6281	mm10_refGene	False	216742	protein-coding
216749	Nmur2	1	-	11	56024990	56040987	3276	mm10_refGene	False	216749	protein-coding
21676	Tead1	3	+	7	112679320	112906805	9962	mm10_refGene	False	21676	protein-coding
216760	Mfap3	2	+	11	57518665	57533817	4864	mm10_refGene	False	216760	protein-coding
216766	Gemin5	4	-	11	58120001	58168539	6214	mm10_refGene	False	216766	protein-coding
216767	Mrpl22	1	+	11	58171654	58179581	745	mm10_refGene	False	216767	protein-coding
21677	Tead2	3	+	7	45215753	45233619	2157	mm10_refGene	False	21677	protein-coding
21678	Tead3	3	-	17	28331673	28350805	3003	mm10_refGene	False	21678	protein-coding
216781	Trim58	1	+	11	58640465	58652404	2192	mm10_refGene	False	216781	protein-coding
216783	Olfr320	1	+	11	58683875	58684795	921	mm10_refGene	False	216783	protein-coding
21679	Tead4	2	-	6	128227143	128300813	3076	mm10_refGene	False	21679	protein-coding
216792	Iba57	2	-	11	59155369	59163745	4567	mm10_refGene	False	216792	protein-coding
216795	Wnt9a	1	+	11	59306930	59333552	3318	mm10_refGene	False	216795	protein-coding
216797	Prss38	1	-	11	59372669	59375653	1239	mm10_refGene	False	216797	protein-coding
216799	Nlrp3	1	+	11	59542686	59566956	4021	mm10_refGene	False	216799	protein-coding
216805	Flcn	4	-	11	59791408	59810039	3854	mm10_refGene	False	216805	protein-coding
21681	Alyref	1	-	11	120594516	120598365	1132	mm10_refGene	False	21681	protein-coding
216810	Tom1l2	3	-	11	60226714	60352905	6248	mm10_refGene	False	216810	protein-coding
21682	Tec	4	-	5	72755718	72868448	2661	mm10_refGene	False	21682	protein-coding
216820	Dhrs7b	2	+	11	60830631	60858423	1582	mm10_refGene	False	216820	protein-coding
216821	Tmem11	2	-	11	60864452	60879038	1511	mm10_refGene	False	216821	protein-coding
216825	Usp22	1	-	11	61151781	61175059	4442	mm10_refGene	False	216825	protein-coding
216829	Mmgt2	1	+	11	62648664	62666359	1883	mm10_refGene	False	216829	protein-coding
21683	Tecta	1	-	9	42329622	42399929	7338	mm10_refGene	False	21683	protein-coding
216831	Arhgap44	2	-	11	65002039	65162961	4074	mm10_refGene	True	216831	protein-coding
216835	Usp43	2	-	11	67854523	67922153	4462	mm10_refGene	False	216835	protein-coding
21684	Tectb	1	+	19	55180885	55196313	2725	mm10_refGene	True	21684	protein-coding
216846	Cntrob	1	-	11	69299496	69323873	3950	mm10_refGene	False	216846	protein-coding
216848	Chd3	1	-	11	69343273	69369426	7281	mm10_refGene	False	216848	protein-coding
21685	Tef	2	+	15	81802673	81826863	4458	mm10_refGene	False	21685	protein-coding
216850	Kdm6b	1	-	11	69398518	69413675	6644	mm10_refGene	False	216850	protein-coding
216853	Wrap53	1	-	11	69561754	69579324	1896	mm10_refGene	False	216853	protein-coding
216856	Nlgn2	1	-	11	69823123	69834849	5002	mm10_refGene	False	216856	protein-coding
216858	Kctd11	1	-	11	69878264	69880985	2722	mm10_refGene	False	216858	protein-coding
216859	Acap1	1	-	11	69881567	69895539	2482	mm10_refGene	True	216859	protein-coding
216860	Neurl4	3	+	11	69901816	69913824	5267	mm10_refGene	False	216860	protein-coding
216864	Mgl2	1	+	11	70130357	70137542	1550	mm10_refGene	False	216864	protein-coding
216867	Slc16a11	1	+	11	70213910	70216414	1756	mm10_refGene	False	216867	protein-coding
216869	Arrb2	4	+	11	70432580	70440828	1988	mm10_refGene	True	216869	protein-coding
21687	Tek	3	+	4	94739289	94874976	4702	mm10_refGene	False	21687	protein-coding
216871	Gltpd2	1	+	11	70519209	70520736	1203	mm10_refGene	False	216871	protein-coding
216873	Spag7	2	-	11	70663769	70669416	1161	mm10_refGene	False	216873	protein-coding
216874	Camta2	4	-	11	70669463	70688105	4647	mm10_refGene	False	216874	protein-coding
216877	Dhx33	1	-	11	70984091	71004432	5179	mm10_refGene	False	216877	protein-coding
216881	Wscd1	1	+	11	71750703	71789646	2738	mm10_refGene	False	216881	protein-coding
21689	Tekt1	3	-	11	72344717	72362442	1636	mm10_refGene	False	21689	protein-coding
216892	Spns2	2	-	11	72451638	72489920	3404	mm10_refGene	False	216892	protein-coding
216961	Coro6	3	+	11	77463913	77469501	1536	mm10_refGene	False	216961	protein-coding
216963	Git1	1	+	11	77493412	77507774	3650	mm10_refGene	False	216963	protein-coding
216964	Trp53i13	1	-	11	77508099	77513273	1366	mm10_refGene	False	216964	protein-coding
216965	Taok1	1	-	11	77529162	77607815	12409	mm10_refGene	False	216965	protein-coding
216971	Fam222b	1	+	11	78094673	78157339	3884	mm10_refGene	False	216971	protein-coding
216974	Proca1	1	+	11	78193392	78205763	1513	mm10_refGene	False	216974	protein-coding
216976	BC030499	1	+	11	78290841	78296805	3245	mm10_refGene	False	216976	protein-coding
216984	Evi2b	1	-	11	79513385	79523762	3529	mm10_refGene	True	216984	protein-coding
216987	Utp6	1	-	11	79933956	79962387	3871	mm10_refGene	False	216987	protein-coding
216991	Adap2	1	+	11	80154162	80178827	1597	mm10_refGene	False	216991	protein-coding
217011	Nle1	1	-	11	82900768	82908395	1767	mm10_refGene	False	217011	protein-coding
217012	Unc45b	1	+	11	82911253	82943406	3552	mm10_refGene	True	217012	protein-coding
217026	Heatr6	1	+	11	83753637	83783754	5673	mm10_refGene	False	217026	protein-coding
217030	Synrg	1	+	11	83964431	84044576	7110	mm10_refGene	False	217030	protein-coding
217031	Tada2a	1	-	11	84078920	84129568	2119	mm10_refGene	False	217031	protein-coding
217038	Mrm1	1	-	11	84813061	84819515	2477	mm10_refGene	False	217038	protein-coding
217039	Ggnbp2	1	-	11	84832361	84870738	2950	mm10_refGene	True	217039	protein-coding
217057	Ptrh2	2	+	11	86683983	86692457	3133	mm10_refGene	True	217057	protein-coding
217066	Gm15698	1	-	11	88964666	88966917	811	mm10_refGene	False	217066	pseudo
217069	Trim25	1	+	11	88999403	89020293	5563	mm10_refGene	False	217069	protein-coding
217071	Gm525	1	+	11	89073841	89093064	581	mm10_refGene	False	217071	protein-coding
217082	Hlf	1	-	11	90336535	90390917	5665	mm10_refGene	False	217082	protein-coding
217109	Utp18	1	-	11	93859243	93885766	2613	mm10_refGene	False	217109	protein-coding
217116	Spata20	1	-	11	94478904	94485310	2589	mm10_refGene	False	217116	protein-coding
217119	Xylt2	1	-	11	94663847	94677493	3424	mm10_refGene	False	217119	protein-coding
217122	Gm11545	1	-	11	94755136	94761182	2693	mm10_refGene	False	217122	protein-coding
217124	Ppp1r9b	1	+	11	94991212	95006898	4330	mm10_refGene	False	217124	protein-coding
217125	Samd14	1	+	11	95009879	95026087	3318	mm10_refGene	False	217125	protein-coding
217127	Kat7	3	-	11	95271853	95310246	5966	mm10_refGene	False	217127	protein-coding
217138	Prr15l	1	+	11	96929324	96935647	1362	mm10_refGene	False	217138	protein-coding
217140	Scrn2	1	+	11	97029952	97033960	1518	mm10_refGene	False	217140	protein-coding
217143	Gpr179	1	-	11	97332109	97352073	9276	mm10_refGene	False	217143	protein-coding
217149	Cisd3	1	+	11	97685952	97688625	742	mm10_refGene	False	217149	protein-coding
217151	Arl5c	1	-	11	97989580	97996173	1561	mm10_refGene	False	217151	protein-coding
217154	Stac2	1	-	11	98036624	98053462	3049	mm10_refGene	False	217154	protein-coding
217166	Nr1d1	1	-	11	98767932	98775377	2765	mm10_refGene	False	217166	protein-coding
217169	Tns4	1	-	11	99065678	99089306	4755	mm10_refGene	False	217169	protein-coding
217194	Klhl11	1	-	11	100462612	100472782	2436	mm10_refGene	False	217194	protein-coding
217198	Plekhh3	1	-	11	101162680	101171302	3006	mm10_refGene	False	217198	protein-coding
217201	Rundc1	1	+	11	101425085	101435665	3215	mm10_refGene	True	217201	protein-coding
217203	Tmem106a	1	+	11	101582242	101591785	2301	mm10_refGene	False	217203	protein-coding
217207	Dhx8	1	+	11	101732956	101767357	4318	mm10_refGene	False	217207	protein-coding
217212	Pyy	1	-	11	102106676	102107776	499	mm10_refGene	False	217212	protein-coding
217214	Nags	1	+	11	102145513	102149528	2115	mm10_refGene	False	217214	protein-coding
217216	BC030867	1	+	11	102248882	102265183	2543	mm10_refGene	False	217216	protein-coding
217217	Asb16	1	+	11	102268823	102278061	1362	mm10_refGene	False	217217	protein-coding
217218	Atxn7l3	2	-	11	102289300	102296629	3707	mm10_refGene	True	217218	protein-coding
217219	Fam171a2	1	-	11	102436981	102447663	3099	mm10_refGene	False	217219	protein-coding
217232	Cdc27	4	-	11	104502526	104550620	5799	mm10_refGene	False	217232	protein-coding
217246	Ace3	1	+	11	105994675	106005443	2214	mm10_refGene	False	217246	protein-coding
217258	Abca8a	1	-	11	110025634	110095937	5616	mm10_refGene	False	217258	protein-coding
217262	Abca9	1	-	11	110100822	110168153	6268	mm10_refGene	False	217262	protein-coding
217265	Abca5	1	-	11	110269369	110337716	8269	mm10_refGene	False	217265	protein-coding
217294	BC006965	1	-	11	112663927	112711356	1952	mm10_refGene	False	217294	ncRNA
217302	Gpr142	1	+	11	114798924	114806745	1098	mm10_refGene	False	217302	protein-coding
217303	Cd300a	1	+	11	114890041	114904651	4642	mm10_refGene	False	217303	protein-coding
217304	Cd300lb	1	-	11	114922781	114934386	2880	mm10_refGene	False	217304	protein-coding
217305	Cd300ld	1	-	11	114982446	114989886	2437	mm10_refGene	False	217305	protein-coding
217306	Cd300e	1	-	11	115051917	115062038	1949	mm10_refGene	False	217306	protein-coding
217310	Hid1	1	-	11	115347709	115367719	3237	mm10_refGene	False	217310	protein-coding
217316	Slc16a5	1	+	11	115462473	115474398	3020	mm10_refGene	False	217316	protein-coding
217325	Llgl2	2	+	11	115824058	115855780	3614	mm10_refGene	False	217325	protein-coding
217331	Unk	2	+	11	116030316	116061214	3741	mm10_refGene	False	217331	protein-coding
217333	Trim47	2	-	11	116105750	116110235	2195	mm10_refGene	False	217333	protein-coding
217335	Fbf1	1	-	11	116142285	116168178	5373	mm10_refGene	False	217335	protein-coding
217337	Srp68	1	-	11	116245166	116274217	2526	mm10_refGene	False	217337	protein-coding
217340	Rnf157	1	-	11	116336345	116413032	4655	mm10_refGene	False	217340	protein-coding
217341	Qrich2	1	-	11	116441325	116454347	2162	mm10_refGene	False	217341	protein-coding
217342	Ube2o	1	-	11	116537753	116581447	5192	mm10_refGene	False	217342	protein-coding
217344	Rhbdf2	2	-	11	116598166	116627019	3933	mm10_refGene	False	217344	protein-coding
217351	Tnrc6c	1	+	11	117654289	117763441	8728	mm10_refGene	False	217351	protein-coding
217353	Tmc6	2	-	11	117765985	117780683	3144	mm10_refGene	False	217353	protein-coding
217356	Tmc8	4	+	11	117782297	117793137	2908	mm10_refGene	False	217356	protein-coding
217364	Engase	1	+	11	118476960	118489198	3922	mm10_refGene	False	217364	protein-coding
217365	Nploc4	2	-	11	120379798	120437700	4685	mm10_refGene	False	217365	protein-coding
217366	Lrrc45	1	+	11	120713953	120721127	2463	mm10_refGene	False	217366	protein-coding
217369	Uts2r	1	+	11	121160271	121161973	1703	mm10_refGene	False	217369	protein-coding
217370	BC017643	5	-	11	121222589	121229309	2590	mm10_refGene	True	217370	protein-coding
217371	Rab40b	1	-	11	121356121	121388251	1865	mm10_refGene	True	217371	protein-coding
217378	Dnajc27	1	+	12	4082574	4110612	4713	mm10_refGene	False	217378	protein-coding
217379	Ubxn2a	1	-	12	4879032	4907520	2511	mm10_refGene	False	217379	protein-coding
217410	Trib2	1	-	12	15791727	15816785	4198	mm10_refGene	True	217410	protein-coding
21743	Inmt	1	-	6	55170627	55174990	1023	mm10_refGene	False	21743	protein-coding
217430	Pqlc3	2	-	12	16988648	17000118	2305	mm10_refGene	False	217430	protein-coding
217431	Nol10	1	+	12	17348493	17430095	2986	mm10_refGene	True	217431	protein-coding
21744	Adad1	1	+	3	37063656	37111512	1972	mm10_refGene	False	21744	protein-coding
217449	Trappc12	3	-	12	28690628	28750453	4259	mm10_refGene	False	217449	protein-coding
21745	Tep1	1	-	14	50824061	50870554	8163	mm10_refGene	False	21745	protein-coding
217463	Snx13	1	+	12	35047189	35147477	6226	mm10_refGene	False	217463	protein-coding
217473	Ankmy2	1	+	12	36157124	36197291	2446	mm10_refGene	False	217473	protein-coding
21748	Terc	1	-	3	96414437	96414833	397	mm10_refGene	False	21748	ncRNA
217480	Dgkb	1	+	12	37880705	38633410	5544	mm10_refGene	True	217480	protein-coding
21749	Terf1	2	+	1	15805646	15844052	2268	mm10_refGene	False	21749	protein-coding
21750	Terf2	4	-	8	107069402	107096545	3937	mm10_refGene	True	21750	protein-coding
217517	Stxbp6	1	-	12	44852486	45074483	4325	mm10_refGene	False	217517	protein-coding
21752	Tert	1	+	13	73627001	73649041	3426	mm10_refGene	False	21752	protein-coding
21753	Tes	1	+	6	17065149	17105825	2442	mm10_refGene	False	21753	protein-coding
21754	Tesk1	1	+	4	43442277	43448075	3620	mm10_refGene	True	21754	protein-coding
21755	Prss39	1	+	1	34498430	34503062	1246	mm10_refGene	False	21755	protein-coding
217558	G2e3	3	+	12	51348230	51376986	6726	mm10_refGene	False	217558	protein-coding
21756	Prss40	1	-	1	34552331	34560943	1301	mm10_refGene	False	21756	protein-coding
217578	Baz1a	1	-	12	54892989	54986336	6179	mm10_refGene	False	217578	protein-coding
217588	Mbip	1	-	12	56328307	56345894	1508	mm10_refGene	False	217588	protein-coding
217593	Slc25a21	2	-	12	56712634	57197472	2766	mm10_refGene	False	217593	protein-coding
217601	BC042761	1	-	12	57661458	57662911	640	mm10_refGene	False	217601	ncRNA
21761	Morf4l1	2	-	9	90091669	90114820	1983	mm10_refGene	False	21761	protein-coding
217615	Ctage5	3	+	12	59129746	59190220	3082	mm10_refGene	False	217615	protein-coding
21762	Psmd2	2	+	16	20651652	20663414	3053	mm10_refGene	False	21762	protein-coding
21763	Tex2	1	-	11	106502139	106612930	4942	mm10_refGene	False	21763	protein-coding
217648	Gm527	1	+	12	64917911	64924591	1463	mm10_refGene	False	217648	protein-coding
217653	Mis18bp1	1	-	12	65132735	65172580	4016	mm10_refGene	False	217653	protein-coding
21766	Tex261	1	-	6	83770414	83775812	1454	mm10_refGene	False	21766	protein-coding
217664	Mgat2	1	+	12	69184158	69186773	2616	mm10_refGene	False	217664	protein-coding
217666	L2hgdh	1	-	12	69690436	69724874	3338	mm10_refGene	False	217666	protein-coding
21767	Tex264	4	-	9	106658746	106685952	2025	mm10_refGene	False	21767	protein-coding
217674	Gphb5	1	-	12	75411720	75416781	1614	mm10_refGene	False	217674	protein-coding
217682	Plekhd1	1	+	12	80692601	80724216	3527	mm10_refGene	False	217682	protein-coding
217684	Susd6	2	+	12	80790532	80880833	5065	mm10_refGene	False	217684	protein-coding
21769	Zfand3	1	+	17	30005087	30210020	2617	mm10_refGene	False	21769	protein-coding
217692	Sipa1l1	2	+	12	82170016	82451784	7699	mm10_refGene	False	217692	protein-coding
217695	Zfyve1	1	-	12	83546941	83597147	3869	mm10_refGene	False	217695	protein-coding
217698	Acot5	1	+	12	84069325	84076019	1518	mm10_refGene	False	217698	protein-coding
21770	Ppp2r5d	1	-	17	46682991	46705002	2926	mm10_refGene	True	21770	protein-coding
217700	Acot6	1	+	12	84100654	84109783	1822	mm10_refGene	False	217700	protein-coding
217705	Fam161b	1	-	12	84345317	84361821	3357	mm10_refGene	False	217705	protein-coding
217707	Coq6	1	+	12	84361968	84373796	1602	mm10_refGene	False	217707	protein-coding
217708	Lin52	1	+	12	84451508	84531533	2144	mm10_refGene	False	217708	protein-coding
21771	Cirh1a	1	+	8	106893640	106923094	2249	mm10_refGene	False	21771	protein-coding
217715	Eif2b2	1	+	12	85219513	85226628	1573	mm10_refGene	False	217715	protein-coding
217716	Mlh3	2	-	12	85234466	85270599	5517	mm10_refGene	True	217716	protein-coding
217718	Nek9	1	-	12	85299514	85339362	5386	mm10_refGene	False	217718	protein-coding
217721	Mfsd7c	1	+	12	85746539	85813585	3435	mm10_refGene	False	217721	protein-coding
217732	Cipc	5	+	12	86947041	86965366	4486	mm10_refGene	False	217732	protein-coding
217733	Tmem63c	1	+	12	87026564	87090039	3333	mm10_refGene	False	217733	protein-coding
217734	Pomt2	1	-	12	87106866	87147902	5059	mm10_refGene	True	217734	protein-coding
217737	Ahsa1	1	+	12	87266728	87273952	1320	mm10_refGene	False	217737	protein-coding
217738	Ism2	1	-	12	87278638	87299705	2526	mm10_refGene	False	217738	protein-coding
217779	Lysmd1	1	+	3	95134088	95139525	2401	mm10_refGene	True	217779	protein-coding
21778	Tex9	1	-	9	72458055	72491959	4317	mm10_refGene	True	21778	protein-coding
21780	Tfam	1	-	10	71225477	71238044	3918	mm10_refGene	False	21780	protein-coding
21781	Tfdp1	4	+	8	13338751	13378448	2625	mm10_refGene	False	21781	protein-coding
217826	Kcnk13	3	+	12	99964499	100062682	3112	mm10_refGene	False	217826	protein-coding
217827	Nrde2	2	-	12	100125450	100159653	3725	mm10_refGene	False	217827	protein-coding
217830	9030617O03Rik	1	+	12	100779123	100872610	3229	mm10_refGene	False	217830	protein-coding
217835	Rin3	2	+	12	102283074	102390854	4007	mm10_refGene	False	217835	protein-coding
217837	Itpk1	1	-	12	102568583	102704869	2856	mm10_refGene	True	217837	protein-coding
21784	Tff1	1	-	17	31161396	31165053	478	mm10_refGene	True	21784	protein-coding
217843	Unc79	1	+	12	102948859	103183997	8870	mm10_refGene	False	217843	protein-coding
217845	Ifi27l2b	1	-	12	103450898	103457223	1093	mm10_refGene	False	217845	protein-coding
217847	Serpina10	2	-	12	103616675	103631444	1609	mm10_refGene	False	217847	protein-coding
21785	Tff2	1	-	17	31141062	31144282	571	mm10_refGene	False	21785	protein-coding
21786	Tff3	1	-	17	31125306	31129611	458	mm10_refGene	False	21786	protein-coding
217864	Rcor1	1	+	12	111039798	111113386	2722	mm10_refGene	False	217864	protein-coding
217866	Cdc42bpb	1	-	12	111292972	111377718	6718	mm10_refGene	False	217866	protein-coding
217869	Eif5	2	+	12	111538101	111546753	3966	mm10_refGene	True	217869	protein-coding
21787	Tfg	2	-	16	56690329	56717450	1948	mm10_refGene	False	21787	protein-coding
217874	Rd3l	1	-	12	111979323	111980751	761	mm10_refGene	True	217874	protein-coding
21788	Tfpi	3	-	2	84432860	84476775	3780	mm10_refGene	False	21788	protein-coding
217882	Cep170b	1	+	12	112722174	112746591	6640	mm10_refGene	True	217882	protein-coding
217887	BC022687	1	+	12	112808975	112816245	1915	mm10_refGene	False	217887	protein-coding
21789	Tfpi2	1	-	6	3962595	3968354	1508	mm10_refGene	False	21789	protein-coding
217893	Pacs2	3	+	12	113014508	113074401	5486	mm10_refGene	False	217893	protein-coding
217935	Wdr60	1	-	12	116207050	116263025	3725	mm10_refGene	False	217935	protein-coding
217944	Rapgef5	1	+	12	117516479	117756978	3987	mm10_refGene	False	217944	protein-coding
217946	Cdca7l	1	+	12	117843861	117878706	2611	mm10_refGene	True	217946	protein-coding
217951	Tmem196	3	+	12	119945962	120021245	3799	mm10_refGene	False	217951	protein-coding
217980	Larp4b	1	+	13	9093905	9173090	4688	mm10_refGene	False	217980	protein-coding
217995	Heatr1	1	+	13	12395375	12438893	6776	mm10_refGene	False	217995	protein-coding
21802	Tgfa	1	+	6	86195251	86275449	4229	mm10_refGene	False	21802	protein-coding
21803	Tgfb1	1	+	7	25687002	25704996	2094	mm10_refGene	False	21803	protein-coding
218030	Pou6f2	1	-	13	18124960	18382039	2113	mm10_refGene	False	218030	protein-coding
218035	Vps41	1	+	13	18717292	18866811	3197	mm10_refGene	False	218035	protein-coding
218038	Amph	2	+	13	18948351	19150919	3231	mm10_refGene	False	218038	protein-coding
21804	Tgfb1i1	4	+	7	128246812	128255699	3904	mm10_refGene	False	21804	protein-coding
218066	Olfr11	1	-	13	21638580	21639521	942	mm10_refGene	False	218066	protein-coding
21807	Tsc22d1	3	+	14	76415821	76507766	5160	mm10_refGene	False	21807	protein-coding
21808	Tgfb2	1	-	1	186623186	186705992	4725	mm10_refGene	False	21808	protein-coding
21809	Tgfb3	1	-	12	86056743	86079041	3385	mm10_refGene	False	21809	protein-coding
21810	Tgfbi	1	+	13	56609603	56639339	2678	mm10_refGene	False	21810	protein-coding
218100	Zfp322a	4	-	13	23353103	23369208	5197	mm10_refGene	True	218100	protein-coding
218103	Slc17a2	1	+	13	23807027	23823525	2974	mm10_refGene	False	218103	protein-coding
21812	Tgfbr1	1	+	4	47353305	47414924	5666	mm10_refGene	False	21812	protein-coding
218121	Mboat1	1	+	13	30136490	30246694	2881	mm10_refGene	False	218121	protein-coding
21813	Tgfbr2	2	-	9	116087695	116175363	4788	mm10_refGene	False	21813	protein-coding
218138	Gmds	1	-	13	31819586	32338544	1510	mm10_refGene	False	218138	protein-coding
21814	Tgfbr3	1	-	5	107106570	107289595	6053	mm10_refGene	False	21814	protein-coding
21815	Tgif1	5	-	17	70844205	70853532	2674	mm10_refGene	False	21815	protein-coding
21816	Tgm1	3	-	14	55700009	55713492	3006	mm10_refGene	False	21816	protein-coding
218165	Ofcc1	1	-	13	40001882	40288011	2816	mm10_refGene	False	218165	protein-coding
21817	Tgm2	1	-	2	158116405	158146392	3549	mm10_refGene	False	21817	protein-coding
21818	Tgm3	1	+	2	130012340	130050399	4144	mm10_refGene	True	21818	protein-coding
21819	Tg	1	+	15	66670770	66850720	8436	mm10_refGene	True	21819	protein-coding
218194	Phactr1	4	+	13	42680799	43138512	5973	mm10_refGene	False	218194	protein-coding
218203	Mylip	1	+	13	45389742	45411940	2983	mm10_refGene	False	218203	protein-coding
21821	Ift88	1	+	14	57424071	57517936	3079	mm10_refGene	False	21821	protein-coding
218210	Nup153	1	-	13	46679902	46727849	6021	mm10_refGene	False	218210	protein-coding
218214	Kdm1b	1	+	13	47043499	47085279	4987	mm10_refGene	True	218214	protein-coding
218215	Rnf144b	2	+	13	47122720	47247991	4694	mm10_refGene	True	218215	protein-coding
21822	Tgtp1	1	-	11	48985329	48992246	2809	mm10_refGene	False	21822	protein-coding
21823	Th	1	-	7	142892776	142899966	1757	mm10_refGene	False	21823	protein-coding
218232	Ptpdc1	2	-	13	48577869	48625672	4596	mm10_refGene	False	218232	protein-coding
218236	Fam120a	1	-	13	48879217	48967828	4918	mm10_refGene	False	218236	protein-coding
21824	Thbd	1	-	2	148404471	148408188	3718	mm10_refGene	False	21824	protein-coding
21825	Thbs1	1	+	2	118111922	118127133	5802	mm10_refGene	False	21825	protein-coding
21826	Thbs2	1	-	17	14665500	14694262	5922	mm10_refGene	False	21826	protein-coding
218268	Eif4e1b	7	+	13	54783998	54788458	2113	mm10_refGene	False	218268	protein-coding
21827	Thbs3	1	+	3	89215187	89226837	3183	mm10_refGene	False	21827	protein-coding
218271	B4galt7	1	+	13	55600111	55609954	1596	mm10_refGene	False	218271	protein-coding
218275	BC051665	1	-	13	60781887	60786364	1348	mm10_refGene	False	218275	protein-coding
21828	Thbs4	1	-	13	92751586	92794818	3202	mm10_refGene	False	21828	protein-coding
218294	Cdc14b	2	-	13	64192545	64274988	5993	mm10_refGene	True	218294	protein-coding
21830	Theg	2	-	10	79576477	79587136	1249	mm10_refGene	False	21830	protein-coding
218311	Zfp455	1	+	13	67194506	67209298	2712	mm10_refGene	False	218311	protein-coding
218314	Zfp595	1	-	13	67312998	67332560	3909	mm10_refGene	False	218314	protein-coding
21832	Thpo	4	-	16	20724454	20734511	2512	mm10_refGene	True	21832	protein-coding
